Censo,Localidad nivel 1,Localidad nivel 2,Localidad nivel 3,Localidad nivel 4,Especie,Cantidad,Observaciones
CT_200502,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,Lucio Dehesa de Abajo,Tadorna ferruginea,1,
CT_200502,Parque Natural Norte,Dehesa De Abajo,Dehesa De Abajo,Gravera junto a Dehesa de Abajo,Nycticorax nycticorax,37,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Anas crecca,150,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Anas platyrhynchos,130,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Mareca strepera,30,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Anser anser,30,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Ardea cinerea,3,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Calidris alpina,4000,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Charadrius alexandrinus,1500,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Himantopus himantopus,45,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Larus fuscus,4,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Limosa limosa,5300,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Pandion haliaetus,1,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Calidris pugnax,150,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Phoenicopterus roseus,250,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Recurvirostra avosetta,40,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,Spatula clypeata,1000,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,Anas crecca,1900,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,Mareca penelope,250,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,Calidris alpina,1500,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,Charadrius alexandrinus,30,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,Circus aeruginosus,1,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,Fulica atra,150,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,Himantopus himantopus,25,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,Limosa limosa,850,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,Netta rufina,20,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,Phoenicopterus roseus,170,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio Del Lobo Grande,Lucio del Lobo Grande,Recurvirostra avosetta,70,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Spatula clypeata,4,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Anas platyrhynchos,4,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Anser anser,24,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Ardea cinerea,6,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Bubulcus ibis,1,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Ciconia ciconia,12,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Ciconia nigra,1,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Egretta garzetta,2,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Fulica atra,1,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Gallinago gallinago,1,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Gallinula chloropus,2,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Limosa limosa,6,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Phalacrocorax carbo,1,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Plegadis falcinellus,4,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Pluvialis apricaria,28,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Porphyrio porphyrio,7,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Tringa nebularia,1,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Tringa ochropus,11,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Viejo,Vanellus vanellus,29,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Nuevo,Anas platyrhynchos,6,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Nuevo,Anser anser,229,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Nuevo,Ardea cinerea,9,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Nuevo,Bubulcus ibis,8,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Nuevo,Charadrius hiaticula,2,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Nuevo,Egretta garzetta,1,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Nuevo,Falco tinnunculus,3,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Nuevo,Gallinago gallinago,4,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Nuevo,Himantopus himantopus,1,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Nuevo,Limosa limosa,5,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Nuevo,Tringa ochropus,8,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Nuevo,Tringa totanus,6,
CT_200502,Parque Natural Norte,Hato Blanco,Hato Blanco,Hato Blanco Nuevo,Vanellus vanellus,4,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Spatula clypeata,200,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Ardea cinerea,20,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Buteo buteo,1,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Calidris alpina,650,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Calidris minuta,110,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Calidris temminckii,2,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Charadrius alexandrinus,210,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Charadrius hiaticula,15,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Charadrius dubius,15,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Ciconia ciconia,110,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Circus aeruginosus,6,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Circus cyaneus,1,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Ardea alba,9,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Egretta garzetta,2,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Falco peregrinus,1,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Gallinago gallinago,10,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Himantopus himantopus,15,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Larus fuscus,10,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Larus michahellis,2,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Limosa limosa,430,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Nycticorax nycticorax,32,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Phalacrocorax carbo,950,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Phoenicopterus roseus,10,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Platalea leucorodia,143,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Porphyrio porphyrio,10,
CT_200502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Recurvirostra avosetta,120,
CT_200502,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,Lucios FAO,Spatula clypeata,100,
CT_200502,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,Lucios FAO,Anas platyrhynchos,60,
CT_200502,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,Lucios FAO,Anser anser,15,
CT_200502,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,Lucios FAO,Ardea cinerea,4,
CT_200502,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,Lucios FAO,Circus aeruginosus,1,
CT_200502,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,Lucios FAO,Fulica atra,150,
CT_200502,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,Lucios FAO,Himantopus himantopus,10,
CT_200502,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,Lucios FAO,Phoenicopterus roseus,60,
CT_200502,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,Lucios FAO,Platalea leucorodia,4,
CT_200502,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,Lucios FAO,Recurvirostra avosetta,25,
CT_200502,Parque Nacional De Doñana,Lucio De La FAO,Lucio De La FAO,Lucios FAO,Tachybaptus ruficollis,10,
CT_200502,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,Vanellus vanellus,23,
CT_200502,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,Marisma Gallega,Anas platyrhynchos,20,
CT_200502,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,Marisma Gallega,Anser anser,150,
CT_200502,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,Marisma Gallega,Ardea cinerea,20,
CT_200502,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,Marisma Gallega,Ciconia ciconia,1,
CT_200502,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,Marisma Gallega,Circus aeruginosus,2,
CT_200502,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,Marisma Gallega,Gallinula chloropus,7,
CT_200502,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,Marisma Gallega,Phalacrocorax carbo,12,
CT_200502,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,Marisma Gallega,Platalea leucorodia,6,
CT_200502,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,Marisma Gallega,Porphyrio porphyrio,3,
CT_200502,Parque Natural Norte,Marismas del Coto del Rey,Marismas del Coto del Rey,Marisma Gallega,Vanellus vanellus,90,
CT_200502,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,Anser anser,447,
CT_200502,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,Ardea cinerea,2,
CT_200502,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,Buteo buteo,1,
CT_200502,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,Ciconia nigra,1,
CT_200502,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,Circus cyaneus,1,
CT_200502,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,Corvus corax,1,
CT_200502,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,Falco tinnunculus,16,
CT_200502,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,Limosa limosa,82,
CT_200502,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,Pluvialis squatarola,2,
CT_200502,Parque Nacional De Doñana,Los Caracoles,Los Caracoles,,Milvus milvus,1,
CT_200502,Parque Nacional De Doñana,Reserva Del Guadiamar,Lucio De Marilopez Grande,Marilópez Grande,Spatula clypeata,450,
CT_200502,Veta La Palma,Veta La Palma,Balsas CDE,D5,Larus michahellis,65,
CT_200502,Veta La Palma,Veta La Palma,Cultivos De Tarfia,Cultivos de Tarfia,Circus aeruginosus,1,
CT_200502,Veta La Palma,Veta La Palma,Cultivos De Tarfia,Cultivos de Tarfia,Ciconia ciconia,172,
CT_200502,Veta La Palma,Veta La Palma,Cultivos De Tarfia,Cultivos de Tarfia,Vanellus vanellus,3,
CT_200502,Veta La Palma,Veta La Palma,Cultivos De Tarfia,Cultivos de Tarfia,Pandion haliaetus,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Tringa nebularia,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Recurvirostra avosetta,350,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Porphyrio porphyrio,6,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Pluvialis squatarola,9,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Platalea leucorodia,4,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Phoenicopterus roseus,325,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Phalacrocorax carbo,55,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Limosa limosa,70,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Chroicocephalus ridibundus,75,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Himantopus himantopus,60,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Gallinago gallinago,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Fulica atra,200,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Circus aeruginosus,2,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Ciconia ciconia,9,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Charadrius hiaticula,10,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Calidris minuta,10,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Calidris alpina,850,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Ardea cinerea,15,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Anser anser,4,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Anas platyrhynchos,15,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Spatula clypeata,19,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A1,Actitis hypoleucos,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A2,Tringa totanus,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A2,Recurvirostra avosetta,78,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A2,Porphyrio porphyrio,5,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A2,Pluvialis squatarola,3,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A2,Phoenicopterus roseus,250,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A2,Limosa limosa,30,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A2,Larus michahellis,2,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A2,Himantopus himantopus,10,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A2,Fulica atra,130,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A2,Circus aeruginosus,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A2,Charadrius hiaticula,2,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A2,Ardea cinerea,4,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A2,Anas platyrhynchos,15,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A2,Spatula clypeata,4,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Recurvirostra avosetta,25,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Porphyrio porphyrio,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Phoenicopterus roseus,360,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Phalacrocorax carbo,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Oxyura leucocephala,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Larus michahellis,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Himantopus himantopus,14,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Fulica atra,55,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Circus cyaneus,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Circus aeruginosus,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Aythya ferina,4,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Ardea cinerea,3,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Anser anser,4,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Anas platyrhynchos,26,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Mareca penelope,10,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Anas crecca,5,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A3,Spatula clypeata,30,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A4,Tringa totanus,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A4,Tachybaptus ruficollis,4,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A4,Recurvirostra avosetta,5,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A4,Podiceps nigricollis,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A4,Phoenicopterus roseus,240,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A4,Phalacrocorax carbo,130,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A4,Pandion haliaetus,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A4,Larus michahellis,5,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A4,Himantopus himantopus,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A4,Gallinago gallinago,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A4,Fulica atra,65,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A4,Anas platyrhynchos,10,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Tringa totanus,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Tringa nebularia,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Tachybaptus ruficollis,10,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Recurvirostra avosetta,145,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Pluvialis squatarola,13,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Platalea leucorodia,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Phalacrocorax carbo,11,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Pandion haliaetus,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Limosa limosa,470,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Larus michahellis,24,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Himantopus himantopus,11,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Fulica atra,105,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Circus aeruginosus,4,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Charadrius alexandrinus,15,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Calidris minuta,4,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Calidris alpina,805,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Ardea cinerea,7,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Anser anser,10,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Anas platyrhynchos,15,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Anas crecca,21,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A5,Spatula clypeata,20,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A6,Tringa totanus,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A6,Recurvirostra avosetta,305,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A6,Porphyrio porphyrio,7,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A6,Podiceps nigricollis,12,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A6,Phoenicopterus roseus,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A6,Phalacrocorax carbo,3,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A6,Limosa limosa,55,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A6,Himantopus himantopus,3,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A6,Fulica atra,80,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A6,Circus aeruginosus,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A6,Ardea cinerea,2,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A6,Anas platyrhynchos,6,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A6,Anas crecca,10,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A6,Spatula clypeata,20,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Tringa totanus,2,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Tringa nebularia,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Tadorna tadorna,47,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Tachybaptus ruficollis,2,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Recurvirostra avosetta,550,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Porphyrio porphyrio,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Podiceps nigricollis,2,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Platalea leucorodia,2,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Phoenicopterus roseus,41,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Limosa limosa,180,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Himantopus himantopus,5,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Fulica atra,50,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Ardea alba,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Circus aeruginosus,2,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Calidris alpina,5,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Aythya ferina,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Ardea cinerea,4,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Anas platyrhynchos,39,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Anas crecca,20,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A7,Spatula clypeata,4,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Tringa totanus,2,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Tadorna tadorna,29,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Recurvirostra avosetta,450,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Porphyrio porphyrio,2,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Phoenicopterus roseus,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Phalacrocorax carbo,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Limosa limosa,150,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Larus michahellis,5,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Himantopus himantopus,5,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Fulica atra,260,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Calidris alpina,40,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Ardea cinerea,3,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Anas platyrhynchos,7,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Mareca penelope,4,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Anas crecca,30,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A8,Spatula clypeata,5,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A9,Tachybaptus ruficollis,5,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A9,Fulica atra,10,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A9,Ciconia nigra,1,
CT_200502,Veta La Palma,Veta La Palma,Balsas AB,A9,Ardea cinerea,4,
