"hydro_year","Especie","Localidad nivel 4","max_abundance"
2008,"Phalacrocorax carbo","B3",260
2008,"Phalacrocorax carbo","B4",8
2008,"Phalacrocorax carbo","B5",56
2008,"Phalacrocorax carbo","B6",20
2008,"Phalacrocorax carbo","B7",70
2008,"Phalacrocorax carbo","Bomba de Pantomima",13
2008,"Phalacrocorax carbo","Brazo de la Torre",8
2008,"Phalacrocorax carbo","C0",254
2008,"Phalacrocorax carbo","C1",155
2008,"Phalacrocorax carbo","C2",15
2008,"Phalacrocorax carbo","C3",23
2008,"Phalacrocorax carbo","C4",4
2008,"Phalacrocorax carbo","C5",75
2008,"Phalacrocorax carbo","C6",45
2008,"Phalacrocorax carbo","C7",17
2008,"Phalacrocorax carbo","Cantarita",141
2008,"Phalacrocorax carbo","Capitán",6
2008,"Phalacrocorax carbo","Caño Navarro",37
2008,"Phalacrocorax carbo","Codo de la Esparraguera",70
2008,"Phalacrocorax carbo","Corta Isleta de Coria",10
2008,"Phalacrocorax carbo","Cultivos de Tarfia",10
2008,"Phalacrocorax carbo","Cuquero Grande",33
2008,"Phalacrocorax carbo","D3",40
2008,"Phalacrocorax carbo","D4",17
2008,"Phalacrocorax carbo","D5",102
2008,"Phalacrocorax carbo","D6",14
2008,"Phalacrocorax carbo","Dulce",2
2008,"Phalacrocorax carbo","E3",2
2008,"Phalacrocorax carbo","E4",20
2008,"Phalacrocorax carbo","El Cestero",10
2008,"Phalacrocorax carbo","El Conde",39
2008,"Phalacrocorax carbo","El Convento",1
2008,"Phalacrocorax carbo","El Italiano",45
2008,"Phalacrocorax carbo","El Reboso",25
2008,"Phalacrocorax carbo","Entremuros (Zona 1)",15
2008,"Phalacrocorax carbo","Entremuros (Zona 2)",11
2008,"Phalacrocorax carbo","Entremuros (Zona 3)",125
2008,"Phalacrocorax carbo","Entremuros (Zona 4)",60
2008,"Phalacrocorax carbo","Esparragosilla",120
2008,"Phalacrocorax carbo","Gaveta 1",55
2008,"Phalacrocorax carbo","Gaveta 2",30
2008,"Phalacrocorax carbo","Gaveta 3",15
2008,"Phalacrocorax carbo","Gaveta 4",12
2008,"Phalacrocorax carbo","Guadiamar encauzado",3026
2008,"Phalacrocorax carbo","Hato Blanco Nuevo",41
2008,"Phalacrocorax carbo","Hato Blanco Viejo",7
2008,"Phalacrocorax carbo","Isla Menor",162
2008,"Phalacrocorax carbo","Isla Minima",55
2008,"Phalacrocorax carbo","La Dehesilla",143
2008,"Phalacrocorax carbo","La Mejorada",8
2008,"Phalacrocorax carbo","Lagunas de Bonanza",1
2008,"Phalacrocorax carbo","Las Segundas",6
2008,"Phalacrocorax carbo","Los Portugueses",98
2008,"Phalacrocorax carbo","Los Riacheros",1
2008,"Phalacrocorax carbo","Lucio Cortijo (El Turismo)",35
2008,"Phalacrocorax carbo","Lucio Dehesa de Abajo",35
2008,"Phalacrocorax carbo","Lucio Del Bocón",5
2008,"Phalacrocorax carbo","Margazuela Chica",10
2008,"Phalacrocorax carbo","Margazuela Grande",3
2008,"Phalacrocorax carbo","Marisma de Henares",3
2008,"Phalacrocorax carbo","Olivillos",75
2008,"Phalacrocorax carbo","San Carlos",27
2008,"Phalacrocorax carbo","Santa Olalla",6
2008,"Phalacrocorax carbo","Santa Teresa",50
2008,"Phoenicopterus roseus","A1",10
2008,"Phoenicopterus roseus","A2",340
2008,"Phoenicopterus roseus","A3",442
2008,"Phoenicopterus roseus","A4",477
2008,"Phoenicopterus roseus","A5",241
2008,"Phoenicopterus roseus","A6",2
2008,"Phoenicopterus roseus","A7",168
2008,"Phoenicopterus roseus","Almajales perimetrales",10
2008,"Phoenicopterus roseus","B1",203
2008,"Phoenicopterus roseus","B2",342
2008,"Phoenicopterus roseus","B3",735
2008,"Phoenicopterus roseus","B4",420
2008,"Phoenicopterus roseus","B5",320
2008,"Phoenicopterus roseus","B6",310
2008,"Phoenicopterus roseus","B7",190
2008,"Phoenicopterus roseus","C0",10
2008,"Phoenicopterus roseus","C1",630
2008,"Phoenicopterus roseus","C2",70
2008,"Phoenicopterus roseus","C3",425
2008,"Phoenicopterus roseus","C4",525
2008,"Phoenicopterus roseus","C5",300
2008,"Phoenicopterus roseus","C6",450
2008,"Phoenicopterus roseus","C7",270
2008,"Phoenicopterus roseus","Caracoles (Zona Este)",55
2008,"Phoenicopterus roseus","Caracoles (Zona Oeste)",288
2008,"Phoenicopterus roseus","Codo de la Esparraguera",210
2008,"Phoenicopterus roseus","Cuquero Chico",10
2008,"Phoenicopterus roseus","Cuquero Grande",4500
2008,"Phoenicopterus roseus","D3",415
2008,"Phoenicopterus roseus","D4",150
2008,"Phoenicopterus roseus","D5",675
2008,"Phoenicopterus roseus","D6",40
2008,"Phoenicopterus roseus","Dulce",54
2008,"Phoenicopterus roseus","E3",90
2008,"Phoenicopterus roseus","E4",125
2008,"Phoenicopterus roseus","Esparragosilla",645
2008,"Phoenicopterus roseus","Gaveta 1",1800
2008,"Phoenicopterus roseus","Gaveta 2",500
2008,"Phoenicopterus roseus","Gaveta 3",1200
2008,"Phoenicopterus roseus","Gaveta 4",270
2008,"Phoenicopterus roseus","Guadiamar encauzado",500
2008,"Phoenicopterus roseus","Isla Minima",1
2008,"Phoenicopterus roseus","La Dehesilla",330
2008,"Phoenicopterus roseus","Los Portugueses",1930
2008,"Phoenicopterus roseus","Lucio Cortijo (El Turismo)",950
2008,"Phoenicopterus roseus","Lucio Dehesa de Abajo",212
2008,"Phoenicopterus roseus","Lucio Del Bocón",4500
2008,"Phoenicopterus roseus","Lucios FAO",1163
2008,"Phoenicopterus roseus","Marilópez Grande",50
2008,"Phoenicopterus roseus","Marisma Gallega",60
2008,"Phoenicopterus roseus","Marisma de Henares",15
2008,"Phoenicopterus roseus","Marismas Del Rocío",2600
2008,"Phoenicopterus roseus","San Carlos",200
2008,"Phoenicopterus roseus","Santa Olalla",27
2008,"Phoenicopterus roseus","Santa Teresa",1325
2008,"Platalea leucorodia","A1",4
2008,"Platalea leucorodia","A2",15
2008,"Platalea leucorodia","A4",19
2008,"Platalea leucorodia","A5",1
2008,"Platalea leucorodia","A6",18
2008,"Platalea leucorodia","A7",8
2008,"Platalea leucorodia","Almajales perimetrales",3
2008,"Platalea leucorodia","Arrozal norte Isla Mayor",61
2008,"Platalea leucorodia","Arrozal sur Isla Mayor",34
2008,"Platalea leucorodia","B1",5
2008,"Platalea leucorodia","B2",29
2008,"Platalea leucorodia","B4",21
2008,"Platalea leucorodia","B5",6
2008,"Platalea leucorodia","B6",2
2008,"Platalea leucorodia","Brazo de la Torre",44
2008,"Platalea leucorodia","C0",1
2008,"Platalea leucorodia","C1",3
2008,"Platalea leucorodia","C2",4
2008,"Platalea leucorodia","C3",2
2008,"Platalea leucorodia","C4",2
2008,"Platalea leucorodia","C5",9
2008,"Platalea leucorodia","C6",10
2008,"Platalea leucorodia","C7",6
2008,"Platalea leucorodia","Cantarita",52
2008,"Platalea leucorodia","Capitán",4
2008,"Platalea leucorodia","Caño Navarro",4
2008,"Platalea leucorodia","Corta Isleta de Coria",1
2008,"Platalea leucorodia","Cuquero Grande",1
2008,"Platalea leucorodia","D3",14
2008,"Platalea leucorodia","D4",5
2008,"Platalea leucorodia","D5",28
2008,"Platalea leucorodia","D6",9
2008,"Platalea leucorodia","E4",5
2008,"Platalea leucorodia","El Cestero",14
2008,"Platalea leucorodia","El Conde",31
2008,"Platalea leucorodia","El Convento",30
2008,"Platalea leucorodia","Entremuros (Zona 3)",25
2008,"Platalea leucorodia","Esparragosilla",10
2008,"Platalea leucorodia","Gaveta 1",30
2008,"Platalea leucorodia","Gaveta 2",40
2008,"Platalea leucorodia","Gaveta 3",1
2008,"Platalea leucorodia","Gaveta 4",4
2008,"Platalea leucorodia","Guadiamar encauzado",50
2008,"Platalea leucorodia","Hato Blanco Nuevo",32
2008,"Platalea leucorodia","Hato Blanco Viejo",8
2008,"Platalea leucorodia","Isla Menor",3
2008,"Platalea leucorodia","Isla Minima",24
2008,"Platalea leucorodia","La Mejorada",1
2008,"Platalea leucorodia","Los Portugueses",74
2008,"Platalea leucorodia","Lucio Dehesa de Abajo",1
2008,"Platalea leucorodia","Margazuela Chica",22
2008,"Platalea leucorodia","Marismas Del Rocío",50
2008,"Platalea leucorodia","Santa Teresa",1
2008,"Plegadis falcinellus","Caño Navarro",11
2008,"Plegadis falcinellus","Cuquero Chico",8
2008,"Plegadis falcinellus","El Cestero",1800
2008,"Plegadis falcinellus","El Conde",43
2008,"Plegadis falcinellus","El Convento",2
2008,"Plegadis falcinellus","Guayules (norte)",65
2008,"Plegadis falcinellus","Hato Blanco Nuevo",1000
2008,"Plegadis falcinellus","Hato Blanco Viejo",120
2008,"Plegadis falcinellus","Isla Menor",2000
2008,"Plegadis falcinellus","La Rocina",15
2008,"Plegadis falcinellus","Lucio Cortijo (El Turismo)",2
2008,"Plegadis falcinellus","Lucio Dehesa de Abajo",120
2008,"Plegadis falcinellus","Lucios FAO",110
2008,"Plegadis falcinellus","Margazuela Chica",25
2008,"Plegadis falcinellus","Margazuela Grande",100
2008,"Plegadis falcinellus","Marisma Gallega",500
2008,"Plegadis falcinellus","Marismas Del Rocío",80
2008,"Plegadis falcinellus","Olivillos",100
2008,"Plegadis falcinellus","Tijeras",1000
2008,"Pluvialis apricaria","Almajales perimetrales",531
2008,"Pluvialis apricaria","Arrozal norte Isla Mayor",124
2008,"Pluvialis apricaria","Arrozal sur Isla Mayor",12
2008,"Pluvialis apricaria","Cantarita",135
2008,"Pluvialis apricaria","Caracoles (Zona Este)",340
2008,"Pluvialis apricaria","Caracoles (Zona Oeste)",90
2008,"Pluvialis apricaria","El Cestero",25
2008,"Pluvialis apricaria","El Italiano",152
2008,"Pluvialis apricaria","Entremuros (Zona 1)",35
2008,"Pluvialis apricaria","Hato Blanco Nuevo",206
2008,"Pluvialis apricaria","Hato Blanco Viejo",378
2008,"Pluvialis apricaria","Isla Menor",10
2008,"Pluvialis apricaria","Isla Minima",45
2008,"Pluvialis apricaria","Lucio Del Bocón",40
2008,"Pluvialis apricaria","Marisma Gallega",75
2008,"Pluvialis apricaria","Santa Teresa",40
2008,"Pluvialis squatarola","A1",130
2008,"Pluvialis squatarola","A4",5
2008,"Pluvialis squatarola","Arrozal sur Isla Mayor",258
2008,"Pluvialis squatarola","B1",55
2008,"Pluvialis squatarola","B5",56
2008,"Pluvialis squatarola","B6",10
2008,"Pluvialis squatarola","C2",120
2008,"Pluvialis squatarola","C4",50
2008,"Pluvialis squatarola","C5",1
2008,"Pluvialis squatarola","Cantarita",49
2008,"Pluvialis squatarola","Isla Minima",42
2008,"Pluvialis squatarola","La Dehesilla",15
2008,"Pluvialis squatarola","Los Portugueses",128
2008,"Pluvialis squatarola","San Carlos",2
2008,"Pluvialis squatarola","Santa Teresa",97
2008,"Podiceps cristatus","A2",1
2008,"Podiceps cristatus","A7",6
2008,"Podiceps cristatus","B4",1
2008,"Podiceps cristatus","B7",6
2008,"Podiceps cristatus","C6",3
2008,"Podiceps cristatus","C7",5
2008,"Podiceps cristatus","Codo de la Esparraguera",8
2008,"Podiceps cristatus","D5",5
2008,"Podiceps cristatus","Gaveta 2",2
2008,"Podiceps cristatus","Gaveta 3",2
2008,"Podiceps cristatus","Gaveta 4",3
2008,"Podiceps cristatus","Hato Blanco Viejo",1
2008,"Podiceps cristatus","La Dehesilla",1
2008,"Podiceps cristatus","Los Portugueses",5
2008,"Podiceps cristatus","Lucio Dehesa de Abajo",3
2008,"Podiceps cristatus","Santa Olalla",1
2008,"Podiceps nigricollis","A2",6
2008,"Podiceps nigricollis","A4",65
2008,"Podiceps nigricollis","A7",8
2008,"Podiceps nigricollis","B1",5
2008,"Podiceps nigricollis","B3",2
2008,"Podiceps nigricollis","B4",100
2008,"Podiceps nigricollis","B7",190
2008,"Podiceps nigricollis","C3",5
2008,"Podiceps nigricollis","C5",5
2008,"Podiceps nigricollis","C6",2
2008,"Podiceps nigricollis","C7",20
2008,"Podiceps nigricollis","Codo de la Esparraguera",1
2008,"Podiceps nigricollis","D3",2
2008,"Podiceps nigricollis","D4",1
2008,"Podiceps nigricollis","D5",25
2008,"Podiceps nigricollis","D6",1
2008,"Podiceps nigricollis","Gaveta 1",10
2008,"Podiceps nigricollis","Gaveta 2",22
2008,"Podiceps nigricollis","Gaveta 3",490
2008,"Podiceps nigricollis","Gaveta 4",160
2008,"Podiceps nigricollis","La Dehesilla",280
2008,"Podiceps nigricollis","Laguna de Tarelo",1
2008,"Podiceps nigricollis","Los Portugueses",280
2008,"Podiceps nigricollis","Lucio Dehesa de Abajo",37
2008,"Podiceps nigricollis","Lucio Del Bocón",22
2008,"Podiceps nigricollis","Santa Olalla",3
2008,"Porphyrio porphyrio","A1",3
2008,"Porphyrio porphyrio","A2",6
2008,"Porphyrio porphyrio","A4",6
2008,"Porphyrio porphyrio","A5",2
2008,"Porphyrio porphyrio","A6",2
2008,"Porphyrio porphyrio","A7",16
2008,"Porphyrio porphyrio","Acebuche",7
2008,"Porphyrio porphyrio","Almajales perimetrales",6
2008,"Porphyrio porphyrio","B1",12
2008,"Porphyrio porphyrio","B2",19
2008,"Porphyrio porphyrio","B4",1
2008,"Porphyrio porphyrio","B5",3
2008,"Porphyrio porphyrio","B6",2
2008,"Porphyrio porphyrio","B7",6
2008,"Porphyrio porphyrio","Bomba de Pantomima",2
2008,"Porphyrio porphyrio","Brazo de la Torre",111
2008,"Porphyrio porphyrio","C1",1
2008,"Porphyrio porphyrio","C2",3
2008,"Porphyrio porphyrio","C3",3
2008,"Porphyrio porphyrio","C4",1
2008,"Porphyrio porphyrio","C5",2
2008,"Porphyrio porphyrio","C6",9
2008,"Porphyrio porphyrio","Cantarita",1
2008,"Porphyrio porphyrio","Capitán",29
2008,"Porphyrio porphyrio","Caño Navarro",8
2008,"Porphyrio porphyrio","Codo de la Esparraguera",3
2008,"Porphyrio porphyrio","Corta Isleta de Coria",8
2008,"Porphyrio porphyrio","Cuquero Grande",15
2008,"Porphyrio porphyrio","D4",2
2008,"Porphyrio porphyrio","Dulce",6
2008,"Porphyrio porphyrio","E4",2
2008,"Porphyrio porphyrio","El Cestero",31
2008,"Porphyrio porphyrio","El Conde",46
2008,"Porphyrio porphyrio","El Italiano",6
2008,"Porphyrio porphyrio","Entremuros (Zona 2)",5
2008,"Porphyrio porphyrio","Entremuros (Zona 3)",21
2008,"Porphyrio porphyrio","Esparragosilla",12
2008,"Porphyrio porphyrio","Gaveta 1",2
2008,"Porphyrio porphyrio","Gaveta 2",1
2008,"Porphyrio porphyrio","Gaveta 3",6
2008,"Porphyrio porphyrio","Guadiamar encauzado",24
2008,"Porphyrio porphyrio","Hato Blanco Nuevo",14
2008,"Porphyrio porphyrio","Hato Blanco Viejo",30
2008,"Porphyrio porphyrio","Isla Menor",31
2008,"Porphyrio porphyrio","Isla Minima",12
2008,"Porphyrio porphyrio","La Mejorada",2
2008,"Porphyrio porphyrio","Laguna de Tarelo",1
2008,"Porphyrio porphyrio","Lagunas de Bonanza",7
2008,"Porphyrio porphyrio","Lucio Cortijo (El Turismo)",3
2008,"Porphyrio porphyrio","Lucios FAO",120
2008,"Porphyrio porphyrio","Margazuela Chica",50
2008,"Porphyrio porphyrio","Margazuela Grande",28
2008,"Porphyrio porphyrio","Marisma Gallega",3
2008,"Porphyrio porphyrio","Marismas Del Rocío",4
2008,"Porphyrio porphyrio","Río Guadaira",16
2008,"Pterocles alchata","El Italiano",119
2008,"Pterocles alchata","Marisma Gallega",10
2008,"Rallus aquaticus","Brazo de la Torre",1
2008,"Rallus aquaticus","Capitán",5
2008,"Rallus aquaticus","Margazuela Grande",5
2008,"Recurvirostra avosetta","A1",890
2008,"Recurvirostra avosetta","A2",312
2008,"Recurvirostra avosetta","A3",120
2008,"Recurvirostra avosetta","A4",185
2008,"Recurvirostra avosetta","A5",116
2008,"Recurvirostra avosetta","A6",663
2008,"Recurvirostra avosetta","B1",1950
2008,"Recurvirostra avosetta","B2",1900
2008,"Recurvirostra avosetta","B3",130
2008,"Recurvirostra avosetta","B4",100
2008,"Recurvirostra avosetta","B5",395
2008,"Recurvirostra avosetta","B6",420
2008,"Recurvirostra avosetta","C1",300
2008,"Recurvirostra avosetta","C2",600
2008,"Recurvirostra avosetta","C3",5
2008,"Recurvirostra avosetta","C4",1200
2008,"Recurvirostra avosetta","C5",175
2008,"Recurvirostra avosetta","C6",350
2008,"Recurvirostra avosetta","Caño Navarro",15
2008,"Recurvirostra avosetta","Codo de la Esparraguera",50
2008,"Recurvirostra avosetta","Corta Isleta de Coria",7
2008,"Recurvirostra avosetta","Cuquero Grande",1700
2008,"Recurvirostra avosetta","D3",5
2008,"Recurvirostra avosetta","D4",650
2008,"Recurvirostra avosetta","D5",125
2008,"Recurvirostra avosetta","D6",275
2008,"Recurvirostra avosetta","E3",45
2008,"Recurvirostra avosetta","E4",200
2008,"Recurvirostra avosetta","El Conde",40
2008,"Recurvirostra avosetta","El Convento",75
2008,"Recurvirostra avosetta","Entremuros (Zona 3)",60
2008,"Recurvirostra avosetta","Esparragosilla",650
2008,"Recurvirostra avosetta","Gaveta 1",1500
2008,"Recurvirostra avosetta","Gaveta 3",40
2008,"Recurvirostra avosetta","Gaveta 4",12
2008,"Recurvirostra avosetta","Guadiamar encauzado",290
2008,"Recurvirostra avosetta","Isla Minima",760
2008,"Recurvirostra avosetta","La Dehesilla",230
2008,"Recurvirostra avosetta","Los Portugueses",465
2008,"Recurvirostra avosetta","Lucio Cortijo (El Turismo)",100
2008,"Recurvirostra avosetta","Lucio Dehesa de Abajo",340
2008,"Recurvirostra avosetta","Lucio Del Bocón",15
2008,"Recurvirostra avosetta","Lucio del Lobo Grande",1
2008,"Recurvirostra avosetta","Lucios FAO",70
2008,"Recurvirostra avosetta","Marisma Gallega",38
2008,"Recurvirostra avosetta","Marisma de Henares",75
2008,"Recurvirostra avosetta","Marismas Del Rocío",2
2008,"Recurvirostra avosetta","Río Guadaira",875
2008,"Recurvirostra avosetta","San Carlos",15
2008,"Recurvirostra avosetta","Santa Olalla",26
2008,"Recurvirostra avosetta","Santa Teresa",175
2008,"Spatula clypeata","A1",1
2008,"Spatula clypeata","A2",265
2008,"Spatula clypeata","A3",895
2008,"Spatula clypeata","A4",89
2008,"Spatula clypeata","A5",65
2008,"Spatula clypeata","A6",390
2008,"Spatula clypeata","A7",60
2008,"Spatula clypeata","Arrozal norte Isla Mayor",5
2008,"Spatula clypeata","Arrozal sur Isla Mayor",260
2008,"Spatula clypeata","B1",20
2008,"Spatula clypeata","B2",60
2008,"Spatula clypeata","B3",30
2008,"Spatula clypeata","B4",31
2008,"Spatula clypeata","B5",160
2008,"Spatula clypeata","B6",430
2008,"Spatula clypeata","B7",170
2008,"Spatula clypeata","Bomba de Pantomima",100
2008,"Spatula clypeata","C1",40
2008,"Spatula clypeata","C2",60
2008,"Spatula clypeata","C3",365
2008,"Spatula clypeata","C4",15
2008,"Spatula clypeata","C5",70
2008,"Spatula clypeata","C6",225
2008,"Spatula clypeata","C7",10
2008,"Spatula clypeata","Cantarita",1
2008,"Spatula clypeata","Capitán",4
2008,"Spatula clypeata","Caracoles (Zona Este)",400
2008,"Spatula clypeata","Caracoles (Zona Oeste)",40
2008,"Spatula clypeata","Caño Navarro",15
2008,"Spatula clypeata","Codo de la Esparraguera",75
2008,"Spatula clypeata","Cuquero Grande",35000
2008,"Spatula clypeata","D3",180
2008,"Spatula clypeata","D4",475
2008,"Spatula clypeata","D5",35
2008,"Spatula clypeata","D6",75
2008,"Spatula clypeata","Dulce",120
2008,"Spatula clypeata","E3",75
2008,"Spatula clypeata","E4",95
2008,"Spatula clypeata","El Conde",250
2008,"Spatula clypeata","El Convento",50
2008,"Spatula clypeata","Entremuros (Zona 2)",50
2008,"Spatula clypeata","Entremuros (Zona 3)",30
2008,"Spatula clypeata","Esparragosilla",230
2008,"Spatula clypeata","Gaveta 1",1700
2008,"Spatula clypeata","Gaveta 2",300
2008,"Spatula clypeata","Gaveta 3",4200
2008,"Spatula clypeata","Gaveta 4",1100
2008,"Spatula clypeata","Guadiamar encauzado",3200
2008,"Spatula clypeata","Isla Minima",1200
2008,"Spatula clypeata","La Dehesilla",700
2008,"Spatula clypeata","La Rocina",1
2008,"Spatula clypeata","Lagunas de Bonanza",4
2008,"Spatula clypeata","Los Portugueses",280
2008,"Spatula clypeata","Lucio Cortijo (El Turismo)",3080
2008,"Spatula clypeata","Lucio Dehesa de Abajo",8310
2008,"Spatula clypeata","Lucio Del Bocón",4300
2008,"Spatula clypeata","Lucio del Lobo Grande",260
2008,"Spatula clypeata","Lucios FAO",820
2008,"Spatula clypeata","Margazuela Chica",150
2008,"Spatula clypeata","Margazuela Grande",45
2008,"Spatula clypeata","Marilópez Grande",2300
2008,"Spatula clypeata","Marisma Gallega",210
2008,"Spatula clypeata","Marismas Del Rocío",9000
2008,"Spatula clypeata","Olivillos",75
2008,"Spatula clypeata","Río Guadaira",700
2008,"Spatula clypeata","Santa Olalla",417
2008,"Spatula clypeata","Santa Teresa",1400
2008,"Spatula discors","Cuquero Grande",1
2008,"Spatula rhynchotis","Lucio Dehesa de Abajo",1
2008,"Sterna hirundo","A1",1
2008,"Tachybaptus ruficollis","A2",62
2008,"Tachybaptus ruficollis","A3",20
2008,"Tachybaptus ruficollis","A4",120
2008,"Tachybaptus ruficollis","A5",6
2008,"Tachybaptus ruficollis","A6",10
2008,"Tachybaptus ruficollis","A7",19
2008,"Tachybaptus ruficollis","Acebuche",20
2008,"Tachybaptus ruficollis","Almajales perimetrales",28
2008,"Tachybaptus ruficollis","B1",26
2008,"Tachybaptus ruficollis","B2",20
2008,"Tachybaptus ruficollis","B4",36
2008,"Tachybaptus ruficollis","B7",30
2008,"Tachybaptus ruficollis","Bomba de Pantomima",2
2008,"Tachybaptus ruficollis","Brazo de la Torre",2
2008,"Tachybaptus ruficollis","C2",6
2008,"Tachybaptus ruficollis","C3",10
2008,"Tachybaptus ruficollis","C4",1
2008,"Tachybaptus ruficollis","C5",10
2008,"Tachybaptus ruficollis","C6",55
2008,"Tachybaptus ruficollis","C7",45
2008,"Tachybaptus ruficollis","Caño Navarro",4
2008,"Tachybaptus ruficollis","Codo de la Esparraguera",21
2008,"Tachybaptus ruficollis","Cuquero Chico",2
2008,"Tachybaptus ruficollis","Cuquero Grande",9
2008,"Tachybaptus ruficollis","D3",3
2008,"Tachybaptus ruficollis","D5",24
2008,"Tachybaptus ruficollis","D6",5
2008,"Tachybaptus ruficollis","Dulce",14
2008,"Tachybaptus ruficollis","E3",2
2008,"Tachybaptus ruficollis","E4",2
2008,"Tachybaptus ruficollis","El Conde",8
2008,"Tachybaptus ruficollis","El Convento",3
2008,"Tachybaptus ruficollis","Entremuros (Zona 2)",4
2008,"Tachybaptus ruficollis","Entremuros (Zona 3)",7
2008,"Tachybaptus ruficollis","Esparragosilla",3
2008,"Tachybaptus ruficollis","Gaveta 1",10
2008,"Tachybaptus ruficollis","Gaveta 2",40
2008,"Tachybaptus ruficollis","Gaveta 3",80
2008,"Tachybaptus ruficollis","Gaveta 4",80
2008,"Tachybaptus ruficollis","Guadiamar encauzado",22
2008,"Tachybaptus ruficollis","Hato Blanco Nuevo",7
2008,"Tachybaptus ruficollis","Hato Blanco Viejo",12
2008,"Tachybaptus ruficollis","Isla Menor",1
2008,"Tachybaptus ruficollis","La Rocina",22
2008,"Tachybaptus ruficollis","Laguna de Tarelo",5
2008,"Tachybaptus ruficollis","Laguna del Sopetón",2
2008,"Tachybaptus ruficollis","Lagunas de Bonanza",25
2008,"Tachybaptus ruficollis","Los Portugueses",10
2008,"Tachybaptus ruficollis","Lucio Cortijo (El Turismo)",10
2008,"Tachybaptus ruficollis","Lucio Dehesa de Abajo",31
2008,"Tachybaptus ruficollis","Lucio Del Bocón",8
2008,"Tachybaptus ruficollis","Margazuela Chica",1
2008,"Tachybaptus ruficollis","Marisma Gallega",6
2008,"Tachybaptus ruficollis","Marisma de Henares",4
2008,"Tachybaptus ruficollis","Marismas Del Rocío",20
2008,"Tachybaptus ruficollis","Santa Olalla",10
2008,"Tachybaptus ruficollis","Santa Teresa",3
2008,"Tachybaptus ruficollis","Tijeras",1
2008,"Tadorna tadorna","A1",97
2008,"Tadorna tadorna","A2",35
2008,"Tadorna tadorna","A6",2
2008,"Tadorna tadorna","Arrozal sur Isla Mayor",145
2008,"Tadorna tadorna","B6",1
2008,"Tadorna tadorna","C4",32
2008,"Tadorna tadorna","C6",60
2008,"Tadorna tadorna","Cuquero Grande",10
2008,"Tadorna tadorna","D5",10
2008,"Tadorna tadorna","Esparragosilla",100
2008,"Tadorna tadorna","Gaveta 1",740
2008,"Tadorna tadorna","Isla Minima",57
2008,"Tadorna tadorna","La Dehesilla",66
2008,"Tadorna tadorna","Los Portugueses",330
2008,"Tadorna tadorna","Lucio Del Bocón",40
2008,"Tadorna tadorna","Santa Teresa",10
2008,"Thalasseus sandvicensis","Codo de la Esparraguera",1
2008,"Thalasseus sandvicensis","La Dehesilla",1
2008,"Thalasseus sandvicensis","San Carlos",1
2008,"Tringa erythropus","A4",20
2008,"Tringa erythropus","A6",10
2008,"Tringa erythropus","Arrozal norte Isla Mayor",124
2008,"Tringa erythropus","Arrozal sur Isla Mayor",160
2008,"Tringa erythropus","B4",1
2008,"Tringa erythropus","Brazo de la Torre",1
2008,"Tringa erythropus","C5",1
2008,"Tringa erythropus","C8",2
2008,"Tringa erythropus","Cantarita",44
2008,"Tringa erythropus","Cuquero Grande",200
2008,"Tringa erythropus","D5",6
2008,"Tringa erythropus","E3",1
2008,"Tringa erythropus","E4",1
2008,"Tringa erythropus","Entremuros (Zona 3)",480
2008,"Tringa erythropus","Esparragosilla",1
2008,"Tringa erythropus","Isla Menor",5
2008,"Tringa erythropus","Isla Minima",6
2008,"Tringa erythropus","Marisma Gallega",2
2008,"Tringa erythropus","Santa Teresa",1
2008,"Tringa glareola","Arrozal norte Isla Mayor",24
2008,"Tringa glareola","Cantarita",1
2008,"Tringa glareola","Entremuros (Zona 2)",1
2008,"Tringa glareola","Hato Blanco Nuevo",6
2008,"Tringa glareola","Isla Menor",5
2008,"Tringa nebularia","A1",2
2008,"Tringa nebularia","A4",1
2008,"Tringa nebularia","A6",2
2008,"Tringa nebularia","Almajales perimetrales",2
2008,"Tringa nebularia","Arrozal norte Isla Mayor",165
2008,"Tringa nebularia","Arrozal sur Isla Mayor",68
2008,"Tringa nebularia","B1",11
2008,"Tringa nebularia","B4",1
2008,"Tringa nebularia","B5",2
2008,"Tringa nebularia","B8",2
2008,"Tringa nebularia","Brazo de la Torre",3
2008,"Tringa nebularia","C6",1
2008,"Tringa nebularia","C8",3
2008,"Tringa nebularia","Cantarita",17
2008,"Tringa nebularia","Codo de la Esparraguera",3
2008,"Tringa nebularia","D4",9
2008,"Tringa nebularia","D6",7
2008,"Tringa nebularia","E4",2
2008,"Tringa nebularia","El Cestero",1
2008,"Tringa nebularia","Entremuros (Zona 1)",2
2008,"Tringa nebularia","Entremuros (Zona 2)",5
2008,"Tringa nebularia","Entremuros (Zona 3)",15
2008,"Tringa nebularia","Gaveta 2",3
2008,"Tringa nebularia","Hato Blanco Nuevo",11
2008,"Tringa nebularia","Hato Blanco Viejo",1
2008,"Tringa nebularia","Isla Menor",8
2008,"Tringa nebularia","Isla Minima",47
2008,"Tringa nebularia","La Dehesilla",3
2008,"Tringa nebularia","Los Portugueses",3
2008,"Tringa nebularia","Los Riacheros",2
2008,"Tringa nebularia","Lucio Del Bocón",1
2008,"Tringa nebularia","Margazuela Grande",12
2008,"Tringa nebularia","Marisma Gallega",20
2008,"Tringa nebularia","Marisma de Henares",2
2008,"Tringa nebularia","San Carlos",1
2008,"Tringa nebularia","Santa Teresa",9
