"hydro_year","Especie","Localidad nivel 4","max_abundance"
2005,"Accipiter nisus","Marismas Del Rocío",1
2005,"Actitis hypoleucos","A2",9
2005,"Actitis hypoleucos","A3",1
2005,"Actitis hypoleucos","A5",1
2005,"Actitis hypoleucos","Almajales perimetrales",1
2005,"Actitis hypoleucos","Arrozal Norte I. Mayor+I. Mínima",1
2005,"Actitis hypoleucos","Arrozal sur Isla Mayor",2
2005,"Actitis hypoleucos","B1",2
2005,"Actitis hypoleucos","B2",1
2005,"Actitis hypoleucos","B5",1
2005,"Actitis hypoleucos","C0",1
2005,"Actitis hypoleucos","C1",1
2005,"Actitis hypoleucos","C3",2
2005,"Actitis hypoleucos","C5",1
2005,"Actitis hypoleucos","C6",1
2005,"Actitis hypoleucos","D3",1
2005,"Actitis hypoleucos","D4",2
2005,"Actitis hypoleucos","El Conde",1
2005,"Actitis hypoleucos","Entremuros (Zona 1)",1
2005,"Actitis hypoleucos","Esparragosilla",2
2005,"Actitis hypoleucos","Gaveta 2",3
2005,"Actitis hypoleucos","Gaveta 3",2
2005,"Actitis hypoleucos","Isla Menor",1
2005,"Actitis hypoleucos","Marismas Del Rocío",2
2005,"Alcedo atthis","Almajales perimetrales",1
2005,"Alcedo atthis","Codo de la Esparraguera",1
2005,"Alcedo atthis","Hato Blanco Nuevo",1
2005,"Alcedo atthis","Isla Menor",1
2005,"Anas acuta","A4",20
2005,"Anas acuta","Arrozal Norte I. Mayor+I. Mínima",4
2005,"Anas acuta","B2",10
2005,"Anas acuta","B6",20
2005,"Anas acuta","C4",40
2005,"Anas acuta","C5",30
2005,"Anas acuta","C7",5
2005,"Anas acuta","Cantarita",70
2005,"Anas acuta","Capitán",1
2005,"Anas acuta","Cuquero Chico",50
2005,"Anas acuta","Cuquero Grande",8000
2005,"Anas acuta","D4",1
2005,"Anas acuta","D6",250
2005,"Anas acuta","E4",10
2005,"Anas acuta","El Cestero",15
2005,"Anas acuta","Esparragosilla",20
2005,"Anas acuta","Gaveta 1",10000
2005,"Anas acuta","Gaveta 2",5000
2005,"Anas acuta","Gaveta 3",30
2005,"Anas acuta","Gaveta 4",10
2005,"Anas acuta","Isla Menor",25
2005,"Anas acuta","La Rocina",5
2005,"Anas acuta","Lucio Del Bocón",23200
2005,"Anas acuta","Marismas Del Rocío",300
2005,"Anas acuta","Olivillos",1
2005,"Anas acuta","Santa Olalla",20
2005,"Anas crecca","A2",70
2005,"Anas crecca","A4",15
2005,"Anas crecca","A5",120
2005,"Anas crecca","A7",750
2005,"Anas crecca","A8",30
2005,"Anas crecca","Almajales perimetrales",20
2005,"Anas crecca","B5",700
2005,"Anas crecca","B6",6
2005,"Anas crecca","Bomba de Pantomima",125
2005,"Anas crecca","Brazo de la Torre",3
2005,"Anas crecca","C0",14
2005,"Anas crecca","C2",100
2005,"Anas crecca","C8",2500
2005,"Anas crecca","Capitán",55
2005,"Anas crecca","Caño Navarro",80
2005,"Anas crecca","Codo de la Esparraguera",30
2005,"Anas crecca","Corta Isleta de Coria",75
2005,"Anas crecca","Cuquero Chico",4000
2005,"Anas crecca","Cuquero Grande",500
2005,"Anas crecca","D3",15
2005,"Anas crecca","D6",200
2005,"Anas crecca","Dulce",71
2005,"Anas crecca","E4",10
2005,"Anas crecca","El Conde",125
2005,"Anas crecca","El Convento",20
2005,"Anas crecca","Entremuros (Zona 4)",200
2005,"Anas crecca","Esparragosilla",25
2005,"Anas crecca","Gaveta 1",1000
2005,"Anas crecca","Gaveta 2",200
2005,"Anas crecca","Gaveta 3",55
2005,"Anas crecca","Gaveta 4",200
2005,"Anas crecca","Hato Blanco Nuevo",2
2005,"Anas crecca","Isla Menor",15
2005,"Anas crecca","Laguna Las Pajas",170
2005,"Anas crecca","Los Portugueses",40
2005,"Anas crecca","Lucio Cortijo (El Turismo)",200
2005,"Anas crecca","Lucio Dehesa de Abajo",600
2005,"Anas crecca","Lucio Del Bocón",14500
2005,"Anas crecca","Lucio del Lobo Grande",180
2005,"Anas crecca","Lucios FAO",400
2005,"Anas crecca","Margazuela",25
2005,"Anas crecca","Marilópez Grande",20
2005,"Anas crecca","Marismas Del Rocío",3000
2005,"Anas crecca","Olivillos",10
2005,"Anas crecca","Santa Olalla",959
2005,"Anas crecca","Tijeras",1
2005,"Anas platyrhynchos","A1",90
2005,"Anas platyrhynchos","A2",350
2005,"Anas platyrhynchos","A3",2600
2005,"Anas platyrhynchos","A4",5100
2005,"Anas platyrhynchos","A5",1900
2005,"Anas platyrhynchos","A6",130
2005,"Anas platyrhynchos","A7",350
2005,"Anas platyrhynchos","A8",29
2005,"Anas platyrhynchos","Acebuche",57
2005,"Anas platyrhynchos","Almajales perimetrales",501
2005,"Anas platyrhynchos","Arrozal Norte I. Mayor+I. Mínima",42
2005,"Anas platyrhynchos","Arrozal sur Isla Mayor",14
2005,"Anas platyrhynchos","B1",80
2005,"Anas platyrhynchos","B2",540
2005,"Anas platyrhynchos","B3",1700
2005,"Anas platyrhynchos","B4",150
2005,"Anas platyrhynchos","B5",930
2005,"Anas platyrhynchos","B6",65
2005,"Anas platyrhynchos","B7",180
2005,"Anas platyrhynchos","B8",120
2005,"Anas platyrhynchos","B9",20
2005,"Anas platyrhynchos","Bomba de Pantomima",15
2005,"Anas platyrhynchos","Brazo de la Torre",20
2005,"Anas platyrhynchos","C0",120
2005,"Anas platyrhynchos","C1",110
2005,"Anas platyrhynchos","C2",245
2005,"Anas platyrhynchos","C3",275
2005,"Anas platyrhynchos","C4",125
2005,"Anas platyrhynchos","C5",300
2005,"Anas platyrhynchos","C6",100
2005,"Anas platyrhynchos","C7",175
2005,"Anas platyrhynchos","C8",50
2005,"Anas platyrhynchos","Cantarita",73
2005,"Anas platyrhynchos","Capitán",47
2005,"Anas platyrhynchos","Caño Navarro",80
2005,"Anas platyrhynchos","Codo de la Esparraguera",10
2005,"Anas platyrhynchos","Corta Isleta de Coria",100
2005,"Anas platyrhynchos","Cuquero Chico",5150
2005,"Anas platyrhynchos","Cuquero Grande",200
2005,"Anas platyrhynchos","D3",300
2005,"Anas platyrhynchos","D4",70
2005,"Anas platyrhynchos","D5",310
2005,"Anas platyrhynchos","D6",30
2005,"Anas platyrhynchos","Dulce",110
2005,"Anas platyrhynchos","E3",125
2005,"Anas platyrhynchos","E4",325
2005,"Anas platyrhynchos","El Cestero",3
2005,"Anas platyrhynchos","El Conde",48
2005,"Anas platyrhynchos","El Convento",45
2005,"Anas platyrhynchos","El Italiano",11
2005,"Anas platyrhynchos","Entremuros (Zona 1)",20
2005,"Anas platyrhynchos","Entremuros (Zona 2)",15
2005,"Anas platyrhynchos","Entremuros (Zona 3)",325
2005,"Anas platyrhynchos","Entremuros (Zona 4)",62
2005,"Anas platyrhynchos","Esparragosilla",750
2005,"Anas platyrhynchos","Gaveta 1",7500
2005,"Anas platyrhynchos","Gaveta 2",4200
2005,"Anas platyrhynchos","Gaveta 3",1520
2005,"Anas platyrhynchos","Gaveta 4",950
2005,"Anas platyrhynchos","Hato Blanco Nuevo",6
2005,"Anas platyrhynchos","Hato Blanco Viejo",10
2005,"Anas platyrhynchos","Isla Menor",175
2005,"Anas platyrhynchos","La Rocina",50
2005,"Anas platyrhynchos","Laguna de Tarelo",51
2005,"Anas platyrhynchos","Lagunas de Bonanza",3
2005,"Anas platyrhynchos","Los Portugueses",40
2005,"Anas platyrhynchos","Lucio Cortijo (El Turismo)",200
2005,"Anas platyrhynchos","Lucio Dehesa de Abajo",850
2005,"Anas platyrhynchos","Lucio Del Bocón",4000
2005,"Anas platyrhynchos","Lucio del Lobo Grande",300
2005,"Anas platyrhynchos","Lucios FAO",687
2005,"Anas platyrhynchos","Margazuela",131
2005,"Anas platyrhynchos","Marilópez Grande",100
2005,"Anas platyrhynchos","Marismas Del Rocío",300
2005,"Anas platyrhynchos","Olivillos",190
2005,"Anas platyrhynchos","Río Guadaira",115
2005,"Anas platyrhynchos","Santa Olalla",248
2005,"Anas platyrhynchos","Tijeras",95
2005,"Anser anser","A2",9
2005,"Anser anser","A3",8
2005,"Anser anser","A4",24
2005,"Anser anser","A5",8
2005,"Anser anser","A6",45
2005,"Anser anser","A7",8
2005,"Anser anser","A8",8
2005,"Anser anser","Almajales perimetrales",1052
2005,"Anser anser","Arrozal Norte I. Mayor+I. Mínima",25
2005,"Anser anser","Arrozal sur Isla Mayor",6
2005,"Anser anser","B5",10
2005,"Anser anser","B6",10
2005,"Anser anser","B8",2
2005,"Anser anser","C2",6
2005,"Anser anser","C3",15
2005,"Anser anser","C4",6
2005,"Anser anser","C5",9
2005,"Anser anser","C8",15
2005,"Anser anser","Cantarita",5600
2005,"Anser anser","Cultivos de Tarfia",570
2005,"Anser anser","Cuquero Chico",300
2005,"Anser anser","Cuquero Grande",500
2005,"Anser anser","D4",4
2005,"Anser anser","D5",12
2005,"Anser anser","Dulce",120
2005,"Anser anser","El Italiano",2000
2005,"Anser anser","Entremuros (Zona 1)",150
2005,"Anser anser","Entremuros (Zona 3)",10
2005,"Anser anser","Esparragosilla",22
2005,"Anser anser","Gaveta 1",15
2005,"Anser anser","Hato Blanco Nuevo",1494
2005,"Anser anser","Hato Blanco Viejo",3950
2005,"Anser anser","Isla Menor",300
2005,"Anser anser","Laguna Las Pajas",119
2005,"Anser anser","Lucio Dehesa de Abajo",360
2005,"Anser anser","Lucio Del Bocón",50
2005,"Anser anser","Lucio del Lobo Grande",20
2005,"Anser anser","Lucios FAO",220
2005,"Anser anser","Marilópez Grande",15000
2005,"Anser anser","Marismas Del Rocío",1300
2005,"Anser anser","Santa Olalla",50
2005,"Anser anser",NA,44000
2005,"Ardea alba","Almajales perimetrales",9
2005,"Ardea alba","Arrozal Norte I. Mayor+I. Mínima",3
2005,"Ardea alba","Arrozal sur Isla Mayor",12
2005,"Ardea alba","Brazo de la Torre",2
2005,"Ardea alba","Cantarita",4
2005,"Ardea alba","Capitán",1
2005,"Ardea alba","Caño Navarro",6
2005,"Ardea alba","Cuquero Grande",2
2005,"Ardea alba","El Cestero",3
2005,"Ardea alba","El Conde",16
2005,"Ardea alba","El Convento",1
2005,"Ardea alba","El Italiano",1
2005,"Ardea alba","Gaveta 2",1
2005,"Ardea alba","Isla Menor",8
2005,"Ardea alba","La Mejorada",1
2005,"Ardea alba","Los Portugueses",16
2005,"Ardea alba","Lucio Del Bocón",2
2005,"Ardea alba","Marisma de Henares",4
2005,"Ardea alba","Santa Teresa",1
2005,"Ardea cinerea","A1",5
2005,"Ardea cinerea","A2",4
2005,"Ardea cinerea","A3",4
2005,"Ardea cinerea","A4",4
2005,"Ardea cinerea","A5",31
2005,"Ardea cinerea","A6",5
2005,"Ardea cinerea","A7",130
2005,"Ardea cinerea","A8",10
2005,"Ardea cinerea","A9",1
2005,"Ardea cinerea","Almajales perimetrales",130
2005,"Ardea cinerea","Arrozal Norte I. Mayor+I. Mínima",131
2005,"Ardea cinerea","Arrozal sur Isla Mayor",216
2005,"Ardea cinerea","B1",10
2005,"Ardea cinerea","B2",3
2005,"Ardea cinerea","B3",10
2005,"Ardea cinerea","B4",5
2005,"Ardea cinerea","B5",2
2005,"Ardea cinerea","B6",7
2005,"Ardea cinerea","B7",4
2005,"Ardea cinerea","B8",4
2005,"Ardea cinerea","Bomba de Pantomima",15
2005,"Ardea cinerea","Brazo de la Torre",38
2005,"Ardea cinerea","C0",40
2005,"Ardea cinerea","C1",24
2005,"Ardea cinerea","C2",6
2005,"Ardea cinerea","C3",8
2005,"Ardea cinerea","C4",10
2005,"Ardea cinerea","C5",20
2005,"Ardea cinerea","C6",25
2005,"Ardea cinerea","C7",20
2005,"Ardea cinerea","C8",19
2005,"Ardea cinerea","Cantarita",117
2005,"Ardea cinerea","Capitán",9
2005,"Ardea cinerea","Caño Navarro",23
2005,"Ardea cinerea","Codo de la Esparraguera",21
2005,"Ardea cinerea","Corta Isleta de Coria",5
2005,"Ardea cinerea","Cultivos de Tarfia",33
2005,"Ardea cinerea","Cuquero Grande",300
2005,"Ardea cinerea","D3",10
2005,"Ardea cinerea","D4",20
2005,"Ardea cinerea","D5",32
2005,"Ardea cinerea","D6",2
2005,"Ardea cinerea","E3",5
2005,"Ardea cinerea","E4",4
2005,"Ardea cinerea","El Cestero",5
2005,"Ardea cinerea","El Conde",25
2005,"Ardea cinerea","El Convento",15
2005,"Ardea cinerea","El Italiano",50
2005,"Ardea cinerea","El Reboso",4
2005,"Ardea cinerea","Entremuros (Zona 1)",4
2005,"Ardea cinerea","Entremuros (Zona 2)",8
2005,"Ardea cinerea","Entremuros (Zona 3)",32
2005,"Ardea cinerea","Entremuros (Zona 4)",10
2005,"Ardea cinerea","Entremuros (Zona 5)",7
2005,"Ardea cinerea","Esparragosilla",43
2005,"Ardea cinerea","Gaveta 1",5
2005,"Ardea cinerea","Gaveta 2",10
2005,"Ardea cinerea","Gaveta 3",13
2005,"Ardea cinerea","Gaveta 4",4
2005,"Ardea cinerea","Hato Blanco Nuevo",14
2005,"Ardea cinerea","Hato Blanco Viejo",150
2005,"Ardea cinerea","Isla Menor",128
2005,"Ardea cinerea","La Dehesilla",20
2005,"Ardea cinerea","La Mejorada",3
2005,"Ardea cinerea","La Rocina",2
2005,"Ardea cinerea","Lagunas de Bonanza",1
2005,"Ardea cinerea","Las Segundas",22
2005,"Ardea cinerea","Los Portugueses",80
2005,"Ardea cinerea","Lucio Cortijo (El Turismo)",9
2005,"Ardea cinerea","Lucio Del Bocón",15
2005,"Ardea cinerea","Lucios FAO",2
2005,"Ardea cinerea","Margazuela",24
2005,"Ardea cinerea","Marilópez Grande",1
2005,"Ardea cinerea","Marisma de Henares",16
2005,"Ardea cinerea","Marismas Del Rocío",4
2005,"Ardea cinerea","Olivillos",3
2005,"Ardea cinerea","Río Guadaira",20
2005,"Ardea cinerea","San Carlos",24
2005,"Ardea cinerea","Santa Olalla",1
2005,"Ardea cinerea","Santa Teresa",40
2005,"Ardea cinerea","Tijeras",7
2005,"Ardea purpurea","El Conde",1
2005,"Ardeola ralloides","Caño Navarro",2
2005,"Ardeola ralloides","El Convento",4
2005,"Ardeola ralloides","Hato Blanco Nuevo",2
2005,"Ardeola ralloides","Hato Blanco Viejo",13
2005,"Ardeola ralloides","Isla Menor",1
2005,"Arenaria interpres","Cantarita",2
2005,"Athene noctua",NA,1
2005,"Aythya ferina","A1",15
2005,"Aythya ferina","Acebuche",7
2005,"Aythya ferina","Almajales perimetrales",12
2005,"Aythya ferina","B1",700
2005,"Aythya ferina","B2",55
2005,"Aythya ferina","B3",2150
2005,"Aythya ferina","B4",40
2005,"Aythya ferina","B5",35
2005,"Aythya ferina","B6",50
2005,"Aythya ferina","B7",160
2005,"Aythya ferina","B8",350
2005,"Aythya ferina","C1",15
2005,"Aythya ferina","C3",50
2005,"Aythya ferina","C4",30
2005,"Aythya ferina","C5",74
2005,"Aythya ferina","C6",120
2005,"Aythya ferina","C7",60
2005,"Aythya ferina","C8",12
2005,"Aythya ferina","Codo de la Esparraguera",11
2005,"Aythya ferina","Cuquero Grande",50
2005,"Aythya ferina","D3",8
2005,"Aythya ferina","D4",20
2005,"Aythya ferina","D5",2
2005,"Aythya ferina","D6",80
2005,"Aythya ferina","E3",5
2005,"Aythya ferina","Entremuros (Zona 3)",200
2005,"Aythya ferina","Gaveta 3",25
2005,"Aythya ferina","Gaveta 4",1700
2005,"Aythya ferina","Laguna de Tarelo",52
2005,"Aythya ferina","Lagunas de Bonanza",6
2005,"Aythya ferina","Los Portugueses",34
2005,"Aythya ferina","Lucio Del Bocón",1600
2005,"Aythya ferina","Lucios FAO",10
2005,"Aythya ferina","Marismas Del Rocío",100
2005,"Aythya ferina","Olivillos",460
2005,"Aythya ferina x nyroca","Olivillos",1
2005,"Aythya fuligula","B8",2
2005,"Aythya fuligula","Laguna de Tarelo",6
2005,"Aythya fuligula","Lagunas de Bonanza",4
2005,"Aythya marila","Acebuche",1
2005,"Branta leucopsis",NA,3
2005,"Bubulcus ibis","Almajales perimetrales",8
2005,"Bubulcus ibis","Arrozal Norte I. Mayor+I. Mínima",6
2005,"Bubulcus ibis","Arrozal sur Isla Mayor",2
2005,"Bubulcus ibis","Brazo de la Torre",28
2005,"Bubulcus ibis","Cantarita",15
2005,"Bubulcus ibis","Caño Navarro",3
2005,"Bubulcus ibis","El Cestero",4
2005,"Bubulcus ibis","El Conde",2
2005,"Bubulcus ibis","El Italiano",25
2005,"Bubulcus ibis","El Reboso",8
2005,"Bubulcus ibis","Entremuros (Zona 1)",50
2005,"Bubulcus ibis","Entremuros (Zona 2)",30
2005,"Bubulcus ibis","Entremuros (Zona 3)",12
2005,"Bubulcus ibis","Entremuros (Zona 4)",10
2005,"Bubulcus ibis","Hato Blanco Nuevo",5
2005,"Bubulcus ibis","Hato Blanco Viejo",80
2005,"Bubulcus ibis","Isla Menor",155
2005,"Bubulcus ibis","La Mejorada",1
2005,"Bubulcus ibis","Laguna de Tarelo",4
2005,"Bubulcus ibis","Las Segundas",75
2005,"Bubulcus ibis","Marismas Del Rocío",10
2005,"Bubulcus ibis","Río Guadaira",20
2005,"Bubulcus ibis",NA,10
2005,"Burhinus oedicnemus","Los Portugueses",30
2005,"Burhinus oedicnemus","Marilópez Grande",1
2005,"Buteo buteo","Acebuche",1
2005,"Buteo buteo","Almajales perimetrales",3
2005,"Buteo buteo","Cultivos de Tarfia",4
2005,"Buteo buteo","El Italiano",2
2005,"Buteo buteo","Finca Los Mimbrales",1
2005,"Buteo buteo","Hato Blanco Nuevo",5
2005,"Buteo buteo","Hato Blanco Viejo",4
2005,"Buteo buteo","Marismas Del Rocío",1
2005,"Buteo buteo",NA,4
2005,"Calidris alba","Arrozal Norte I. Mayor+I. Mínima",14
2005,"Calidris alba","Arrozal sur Isla Mayor",132
2005,"Calidris alba","La Dehesilla",34
2005,"Calidris alba","Los Portugueses",5
2005,"Calidris alba","Lucio Del Bocón",2
2005,"Calidris alba","Santa Olalla",27
2005,"Calidris alpina","A5",15
2005,"Calidris alpina","Arrozal Norte I. Mayor+I. Mínima",7800
2005,"Calidris alpina","Arrozal sur Isla Mayor",13760
2005,"Calidris alpina","B5",15
2005,"Calidris alpina","C0",10
2005,"Calidris alpina","Cantarita",5340
2005,"Calidris alpina","Codo de la Esparraguera",550
2005,"Calidris alpina","El Cestero",25
2005,"Calidris alpina","Gaveta 1",1000
2005,"Calidris alpina","Hato Blanco Viejo",1110
2005,"Calidris alpina","Isla Menor",702
2005,"Calidris alpina","La Dehesilla",2100
2005,"Calidris alpina","Los Portugueses",500
2005,"Calidris alpina","Lucio del Lobo Grande",350
2005,"Calidris alpina","Marilópez Grande",700
2005,"Calidris alpina","Santa Olalla",19
2005,"Calidris alpina","Santa Teresa",560
2005,"Calidris ferruginea","Arrozal Norte I. Mayor+I. Mínima",51
2005,"Calidris ferruginea","Arrozal sur Isla Mayor",2
2005,"Calidris ferruginea","Cantarita",52
2005,"Calidris ferruginea","Santa Olalla",1
2005,"Calidris minuta","Arrozal Norte I. Mayor+I. Mínima",709
2005,"Calidris minuta","Arrozal sur Isla Mayor",655
2005,"Calidris minuta","Cantarita",1345
2005,"Calidris minuta","Codo de la Esparraguera",150
2005,"Calidris minuta","El Cestero",5
2005,"Calidris minuta","Hato Blanco Viejo",30
2005,"Calidris minuta","Isla Menor",421
2005,"Calidris minuta","La Dehesilla",102
2005,"Calidris pugnax","A8",30
2005,"Calidris pugnax","Almajales perimetrales",4
2005,"Calidris pugnax","Arrozal Norte I. Mayor+I. Mínima",276
2005,"Calidris pugnax","Arrozal sur Isla Mayor",5
2005,"Calidris pugnax","B6",2
2005,"Calidris pugnax","C0",1
2005,"Calidris pugnax","Cantarita",562
2005,"Calidris pugnax","Capitán",23
2005,"Calidris pugnax","El Cestero",3
2005,"Calidris pugnax","Gaveta 1",50
2005,"Calidris pugnax","Hato Blanco Viejo",79
2005,"Calidris pugnax","Isla Menor",100
2005,"Calidris pugnax","Lucio Del Bocón",2
2005,"Calidris pugnax","Marismas Del Rocío",1
2005,"Calidris spp.","Isla Menor",800
2005,"Calidris temminckii","Cantarita",1
2005,"Charadrius alexandrinus","Arrozal Norte I. Mayor+I. Mínima",697
2005,"Charadrius alexandrinus","Arrozal sur Isla Mayor",1695
2005,"Charadrius alexandrinus","Cantarita",1725
2005,"Charadrius alexandrinus","Dulce",2
2005,"Charadrius alexandrinus","Isla Menor",48
2005,"Charadrius alexandrinus","La Dehesilla",220
2005,"Charadrius alexandrinus","Lucio del Lobo Grande",80
2005,"Charadrius alexandrinus","Marilópez Grande",150
2005,"Charadrius alexandrinus","Santa Teresa",150
2005,"Charadrius dubius","Arrozal Norte I. Mayor+I. Mínima",78
2005,"Charadrius dubius","Arrozal sur Isla Mayor",5
2005,"Charadrius dubius","Cantarita",21
2005,"Charadrius dubius","Isla Menor",13
2005,"Charadrius hiaticula","Arrozal Norte I. Mayor+I. Mínima",184
2005,"Charadrius hiaticula","Arrozal sur Isla Mayor",144
2005,"Charadrius hiaticula","Cantarita",777
2005,"Charadrius hiaticula","El Cestero",8
2005,"Charadrius hiaticula","Isla Menor",476
2005,"Charadrius hiaticula","La Dehesilla",420
2005,"Charadrius hiaticula","Laguna Las Pajas",3
2005,"Charadrius hiaticula","Santa Teresa",20
2005,"Chlidonias hybrida","Capitán",9
2005,"Chlidonias hybrida","Gaveta 2",2
2005,"Chlidonias hybrida","Margazuela",1
2005,"Chroicocephalus genei","A7",2
2005,"Chroicocephalus genei","La Dehesilla",60
2005,"Chroicocephalus genei","Los Portugueses",30
2005,"Chroicocephalus genei","San Carlos",8
2005,"Chroicocephalus genei","Santa Teresa",40
2005,"Chroicocephalus ridibundus","A3",600
2005,"Chroicocephalus ridibundus","A4",4
2005,"Chroicocephalus ridibundus","A7",250
2005,"Chroicocephalus ridibundus","Arrozal Norte I. Mayor+I. Mínima",65
2005,"Chroicocephalus ridibundus","B1",80
2005,"Chroicocephalus ridibundus","B2",350
2005,"Chroicocephalus ridibundus","B3",750
2005,"Chroicocephalus ridibundus","B4",800
2005,"Chroicocephalus ridibundus","B5",60
2005,"Chroicocephalus ridibundus","B7",300
2005,"Chroicocephalus ridibundus","B8",2
2005,"Chroicocephalus ridibundus","C0",2
2005,"Chroicocephalus ridibundus","C1",112
2005,"Chroicocephalus ridibundus","C2",75
2005,"Chroicocephalus ridibundus","C3",375
2005,"Chroicocephalus ridibundus","C4",2
2005,"Chroicocephalus ridibundus","C5",250
2005,"Chroicocephalus ridibundus","C6",350
2005,"Chroicocephalus ridibundus","C7",1
2005,"Chroicocephalus ridibundus","Cantarita",277
2005,"Chroicocephalus ridibundus","Codo de la Esparraguera",10
2005,"Chroicocephalus ridibundus","Corta Isleta de Coria",2
2005,"Chroicocephalus ridibundus","D3",300
2005,"Chroicocephalus ridibundus","D6",275
2005,"Chroicocephalus ridibundus","E3",4
2005,"Chroicocephalus ridibundus","E4",2
2005,"Chroicocephalus ridibundus","El Cestero",150
2005,"Chroicocephalus ridibundus","Entremuros (Zona 3)",3
2005,"Chroicocephalus ridibundus","Esparragosilla",10
2005,"Chroicocephalus ridibundus","Gaveta 1",20
2005,"Chroicocephalus ridibundus","Gaveta 2",600
2005,"Chroicocephalus ridibundus","Gaveta 3",950
2005,"Chroicocephalus ridibundus","Gaveta 4",640
2005,"Chroicocephalus ridibundus","Hato Blanco Nuevo",1
2005,"Chroicocephalus ridibundus","Isla Menor",3800
2005,"Chroicocephalus ridibundus","La Dehesilla",130
2005,"Chroicocephalus ridibundus","Laguna de Tarelo",40
2005,"Chroicocephalus ridibundus","Las Segundas",500
2005,"Chroicocephalus ridibundus","Los Portugueses",270
2005,"Chroicocephalus ridibundus","Lucio Dehesa de Abajo",15
2005,"Chroicocephalus ridibundus","Lucio del Lobo Grande",10
2005,"Chroicocephalus ridibundus","Marismas Del Rocío",50
2005,"Chroicocephalus ridibundus","Río Guadaira",5
2005,"Chroicocephalus ridibundus","San Carlos",25
2005,"Chroicocephalus ridibundus","Santa Teresa",80
2005,"Ciconia ciconia","A3",3
2005,"Ciconia ciconia","A4",12
2005,"Ciconia ciconia","A5",4
2005,"Ciconia ciconia","A7",1
2005,"Ciconia ciconia","Almajales perimetrales",1
2005,"Ciconia ciconia","Arrozal Norte I. Mayor+I. Mínima",374
2005,"Ciconia ciconia","Arrozal sur Isla Mayor",119
2005,"Ciconia ciconia","B1",2
2005,"Ciconia ciconia","B3",1
2005,"Ciconia ciconia","B4",1
2005,"Ciconia ciconia","B5",2
2005,"Ciconia ciconia","C0",10
2005,"Ciconia ciconia","C1",2
2005,"Ciconia ciconia","C2",3
2005,"Ciconia ciconia","C3",2
2005,"Ciconia ciconia","C4",5
2005,"Ciconia ciconia","C5",3
2005,"Ciconia ciconia","C6",30
2005,"Ciconia ciconia","C7",6
2005,"Ciconia ciconia","C8",7
2005,"Ciconia ciconia","Cantarita",195
2005,"Ciconia ciconia","Cultivos de Tarfia",1
2005,"Ciconia ciconia","D5",4
2005,"Ciconia ciconia","D6",1
2005,"Ciconia ciconia","E4",25
2005,"Ciconia ciconia","El Cestero",480
2005,"Ciconia ciconia","El Italiano",51
2005,"Ciconia ciconia","El Reboso",24
2005,"Ciconia ciconia","Entremuros (Zona 2)",1
2005,"Ciconia ciconia","Entremuros (Zona 3)",8
2005,"Ciconia ciconia","Esparragosilla",4
2005,"Ciconia ciconia","Finca Los Mimbrales",1
2005,"Ciconia ciconia","Gaveta 1",2
2005,"Ciconia ciconia","Hato Blanco Viejo",1500
2005,"Ciconia ciconia","Isla Menor",7125
2005,"Ciconia ciconia","La Rocina",6
2005,"Ciconia ciconia","Laguna Las Pajas",1
2005,"Ciconia ciconia","Las Segundas",600
2005,"Ciconia ciconia","Los Portugueses",4
2005,"Ciconia ciconia","Lucio Dehesa de Abajo",180
2005,"Ciconia ciconia","Lucio Del Bocón",50
2005,"Ciconia ciconia","Marisma de Henares",1
2005,"Ciconia ciconia","Marismas Del Rocío",13
2005,"Ciconia ciconia","San Carlos",3
2005,"Ciconia ciconia","Santa Olalla",1
2005,"Ciconia nigra","Almajales perimetrales",12
2005,"Ciconia nigra","Arrozal Norte I. Mayor+I. Mínima",14
2005,"Ciconia nigra","Arrozal sur Isla Mayor",98
2005,"Ciconia nigra","Bomba de Pantomima",3
2005,"Ciconia nigra","Brazo de la Torre",9
2005,"Ciconia nigra","Cantarita",29
2005,"Ciconia nigra","Caño Navarro",30
2005,"Ciconia nigra","Codo de la Esparraguera",1
2005,"Ciconia nigra","Cultivos de Tarfia",4
2005,"Ciconia nigra","El Cestero",6
2005,"Ciconia nigra","El Convento",7
2005,"Ciconia nigra","El Italiano",3
2005,"Ciconia nigra","Entremuros (Zona 3)",10
2005,"Ciconia nigra","Entremuros (Zona 5)",1
2005,"Ciconia nigra","Hato Blanco Nuevo",11
2005,"Ciconia nigra","Hato Blanco Viejo",3
2005,"Ciconia nigra","Isla Menor",24
2005,"Ciconia nigra","Las Segundas",24
2005,"Ciconia nigra","Los Portugueses",8
2005,"Ciconia nigra","Margazuela",1
2005,"Ciconia nigra","Marisma de Henares",1
2005,"Ciconia nigra","Santa Teresa",4
2005,"Circaetus gallicus","Almajales perimetrales",1
2005,"Circaetus gallicus","Lucio Del Bocón",1
2005,"Circus aeruginosus","A1",1
2005,"Circus aeruginosus","A2",2
2005,"Circus aeruginosus","A3",1
2005,"Circus aeruginosus","A4",2
2005,"Circus aeruginosus","A5",2
2005,"Circus aeruginosus","A6",3
2005,"Circus aeruginosus","Acebuche",1
2005,"Circus aeruginosus","Almajales perimetrales",16
2005,"Circus aeruginosus","Arrozal Norte I. Mayor+I. Mínima",51
2005,"Circus aeruginosus","Arrozal sur Isla Mayor",23
2005,"Circus aeruginosus","B2",2
2005,"Circus aeruginosus","B4",1
