Censo,Localidad nivel 1,Localidad nivel 2,Localidad nivel 3,Localidad nivel 4,Especie,Cantidad,Observaciones
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Codo de la Esparraguera,Chroicocephalus ridibundus,65,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Codo de la Esparraguera,Larus michahellis,5,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Codo de la Esparraguera,Himantopus himantopus,96,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Codo de la Esparraguera,Ciconia ciconia,1,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Codo de la Esparraguera,Ardea cinerea,21,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Codo de la Esparraguera,Egretta garzetta,1,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Codo de la Esparraguera,Platalea leucorodia,71,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Codo de la Esparraguera,Phoenicopterus roseus,38,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Codo de la Esparraguera,Phalacrocorax carbo,116,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Lagunas de Bonanza,Netta rufina,1,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Lagunas de Bonanza,Oxyura leucocephala,10,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Lagunas de Bonanza,Himantopus himantopus,2,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Lagunas de Bonanza,Fulica atra,11,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Lagunas de Bonanza,Gallinula chloropus,12,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Lagunas de Bonanza,Tachybaptus ruficollis,14,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Lagunas de Bonanza,Phalacrocorax carbo,2,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Depuradora Loma de Martín Miguel,Anas platyrhynchos,6,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Depuradora Loma de Martín Miguel,Tadorna tadorna,1,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Depuradora Loma de Martín Miguel,Himantopus himantopus,1,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Depuradora Loma de Martín Miguel,Fulica atra,5,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Depuradora Loma de Martín Miguel,Gallinula chloropus,4,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Depuradora Loma de Martín Miguel,Ardea cinerea,1,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Depuradora Loma de Martín Miguel,Plegadis falcinellus,5,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Riacheros,Calidris minuta,15,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Depuradora Loma de Martín Miguel,Bubulcus ibis,3,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Calidris alba,14,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Depuradora Loma de Martín Miguel,Tachybaptus ruficollis,3,
CT_202502,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Áreas marismeñas de Sanlúcar de Barrameda y Trebujena,Depuradora Loma de Martín Miguel,Falco tinnunculus,1,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Calidris alpina,1600,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Calidris minuta,90,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Actitis hypoleucos,1,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Tringa ochropus,1,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Tringa totanus,24,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Chroicocephalus ridibundus,3,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Ciconia ciconia,3,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Plegadis falcinellus,25,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Platalea leucorodia,1,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Ardea alba,1,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Egretta garzetta,1,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Riacheros,Phoenicopterus roseus,52,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Tadorna tadorna,229,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Spatula clypeata,650,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Anas platyrhynchos,2,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Netta rufina,1,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Podiceps nigricollis,8,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Phoenicopterus roseus,1454,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Himantopus himantopus,54,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Recurvirostra avosetta,50,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Pluvialis squatarola,79,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Charadrius hiaticula,21,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Charadrius alexandrinus,220,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Limosa lapponica,40,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Calidris alba,9,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Calidris alpina,3619,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Calidris minuta,29,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Tringa totanus,53,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Tringa erythropus,3,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Tringa nebularia,5,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Chroicocephalus genei,50,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Chroicocephalus ridibundus,70,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Larus michahellis,5,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Hydroprogne caspia,1,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Phalacrocorax carbo,4,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Platalea leucorodia,83,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Ardea cinerea,5,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Egretta garzetta,15,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Los Portugueses,Pandion haliaetus,1,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Arenaria interpres,4,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Charadrius alexandrinus,325,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Laguna de Tarelo,Larus michahellis,12,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Laguna de Tarelo,Himantopus himantopus,43,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Laguna de Tarelo,Podiceps nigricollis,43,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Laguna de Tarelo,Tachybaptus ruficollis,17,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Laguna de Tarelo,Fulica atra,6,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Laguna de Tarelo,Gallinula chloropus,6,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Laguna de Tarelo,Oxyura leucocephala,32,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Laguna de Tarelo,Aythya ferina,38,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Laguna de Tarelo,Marmaronetta angustirostris,10,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Laguna de Tarelo,Anas platyrhynchos,1,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Laguna de Tarelo,Anser anser,6,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Charadrius hiaticula,10,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Vanellus vanellus,40,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Recurvirostra avosetta,70,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Himantopus himantopus,230,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Portugueses,Marisma de Henares,Phoenicopterus roseus,235,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,Santa Teresa,Phoenicopterus roseus,450,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,San Carlos,Egretta garzetta,1,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,San Carlos,Platalea leucorodia,1,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,San Carlos,Phalacrocorax carbo,3,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,San Carlos,Larus michahellis,1,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,San Carlos,Tringa totanus,4,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,San Carlos,Actitis hypoleucos,1,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,San Carlos,Phoenicopterus roseus,285,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,La Dehesilla,Ardea cinerea,3,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,La Dehesilla,Platalea leucorodia,8,
CT_202502,Salinas De Bonanza,Salinas De Bonanza,Salinas Hidalgo,La Dehesilla,Phalacrocorax carbo,43,
CT_202502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Bubulcus ibis,687,
CT_202502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Ardea cinerea,6,
CT_202502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Ardea alba,1,
CT_202502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Egretta garzetta,74,
CT_202502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Circus aeruginosus,2,
CT_202502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Guadiamar encauzado,Accipiter nisus,1,
CT_202502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Veta Hornito,Ciconia ciconia,6,
CT_202502,Parque Natural Norte,Guadiamar Encauzado,Caño Guadiamar PNAT,Veta Hornito,Buteo buteo,1,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Dulce,Aythya ferina,12,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Dulce,Anas platyrhynchos,71,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Dulce,Mareca strepera,58,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Santa Olalla,Ardea cinerea,1,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Santa Olalla,Himantopus himantopus,45,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Santa Olalla,Phoenicopterus roseus,174,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Santa Olalla,Podiceps nigricollis,18,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Santa Olalla,Tachybaptus ruficollis,9,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Santa Olalla,Fulica atra,110,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Santa Olalla,Aythya ferina,140,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Santa Olalla,Netta rufina,7,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Santa Olalla,Anas crecca,350,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Santa Olalla,Anas platyrhynchos,120,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Santa Olalla,Mareca strepera,14,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Laguna Las Pajas,Egretta garzetta,1,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Laguna Las Pajas,Ardea cinerea,1,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Laguna Las Pajas,Platalea leucorodia,1,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Laguna Las Pajas,Plegadis falcinellus,2,
CT_202502,Parque Nacional De Doñana,Lagunas RBD,Lagunas RBD,Laguna Las Pajas,Anas platyrhynchos,2,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Alopochen aegyptiaca,7,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Egretta garzetta,22,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Ardea alba,1,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Ardea cinerea,6,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Bubulcus ibis,3,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Platalea leucorodia,240,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Plegadis falcinellus,23,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Ciconia ciconia,3,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Larus fuscus,6,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Tringa ochropus,1,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Limosa limosa,6,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,La Rocina,Anser anser,43,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,La Rocina,Anas platyrhynchos,27,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,La Rocina,Aythya ferina,19,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,La Rocina,Gallinula chloropus,3,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,La Rocina,Tachybaptus ruficollis,13,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,La Rocina,Ciconia ciconia,13,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,La Rocina,Phalacrocorax carbo,3,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,La Rocina,Plegadis falcinellus,60,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,La Rocina,Platalea leucorodia,56,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,La Rocina,Bubulcus ibis,8,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,La Rocina,Ardea cinerea,2,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,La Rocina,La Rocina,Egretta garzetta,23,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Anser anser,48,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Spatula clypeata,32,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Mareca strepera,7,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Anas platyrhynchos,188,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Anas acuta,658,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Anas crecca,96,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Aythya ferina,13,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Rallus aquaticus,1,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Fulica atra,61,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Tachybaptus ruficollis,10,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Phoenicopterus roseus,425,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Himantopus himantopus,139,
CT_202502,Parque Nacional De Doñana,Marismas Del Rocio Y Rocina,Marismas Del Rocío,Marismas Del Rocío,Vanellus vanellus,21,
CT_202502,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Brazo De La Torre,Brazo de la Torre,Platalea leucorodia,3,
CT_202502,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Brazo De La Torre,Brazo de la Torre,Phalacrocorax carbo,2,
CT_202502,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,Veta Adalid,Circus aeruginosus,2,
CT_202502,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,Veta Adalid,Circus cyaneus,1,
CT_202502,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,Veta Adalid,Falco naumanni,7,
CT_202502,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,Veta Adalid,Falco tinnunculus,1,
CT_202502,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,Cantarita,Anas platyrhynchos,9,
CT_202502,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,Cantarita,Pluvialis apricaria,30,
CT_202502,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,Cantarita,Charadrius alexandrinus,4,
CT_202502,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,Cantarita,Tringa ochropus,53,
CT_202502,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,Cantarita,Ciconia nigra,2,
CT_202502,Parque Natural Norte,Brazo De La Torre Y Cantaritas,Cantaritas,Cantarita,Phalacrocorax carbo,12,
